application_number,status
80555462,Refused
80555542,Refused
80555552,Refused
80556472,Refused
80556572,Refused
80556832,Approved
80557722,Approved
80557922,Refused
80558172,Approved
80558552,Refused
80558752,Approved
80558812,Approved
80559212,Refused
80559642,Refused
80562442,Approved
80562672,Approved
80563382,Approved
80566192,Approved
80567062,Approved
80567192,Approved
80567252,Approved
80567392,Approved
80567452,Refused
80567542,Refused
80567852,Approved
80568002,Approved
80568222,Refused
80568592,Approved
80568632,Approved
80568652,Approved
80568712,Approved
80568742,Refused
80569012,Refused
80569022,Approved
80569132,Refused
80569312,Refused
80569372,Approved
80569922,Refused
80570532,Refused
80570562,Refused
80570912,Approved
80570952,Refused
80570982,Refused
80571212,Refused
80571312,Refused
80571402,Approved
80573662,Approved
80574442,Approved
80574802,Approved
80575232,Approved
80579992,Approved
80580202,Refused
80580252,Approved
80582132,Approved
80582482,Refused
80582822,Approved
80583412,Approved
80584552,Approved
80587092,Refused
80589802,Approved
80590762,Approved
80592382,Approved
80592462,Approved
80594192,Approved
80594342,Approved
80594942,Approved
80595012,Refused
80595102,Refused
80595282,Refused
80595582,Refused
80595592,Approved
80595982,Refused
80596122,Refused
80596472,Approved
80597012,Refused
80597022,Approved
80597622,Approved
80598192,Approved
80598312,Approved
80598502,Approved
80598542,Refused
80598972,Refused
80599212,Refused
80599552,Approved
80599712,Approved
80600032,Refused
80600062,Refused
80600132,Approved
80600442,Approved
80600952,Approved
80601102,Approved
80601262,Refused
80601402,Approved
80601422,Approved
80601812,Approved
80602252,Approved
80602342,Approved
80602392,Approved
80602422,Refused
80602662,Approved
80602782,Refused
80603352,Refused
80603432,Refused
80603862,Approved
80605462,Refused
80606322,Approved
80606562,Approved
80607822,Approved
80609962,Approved
80610172,Approved
80610382,Approved
80616912,Approved
80617192,Approved
80617242,Refused
80617332,Approved
80617352,Approved
80617502,Approved
80617612,Approved
80617742,Refused
80617752,Approved
80617862,Refused
80618002,Refused
80618252,Approved
80618602,Approved
80618822,Approved
80619172,Approved
80619192,Approved
80619482,Approved
80619662,Approved
80619972,Approved
80619982,Refused
80620342,Refused
80620942,Approved
80621422,Approved
80621632,Approved
80621762,Approved
80621772,Refused
80621822,Approved
80621992,Refused
80622002,Refused
80622312,Refused
80622342,Approved
80622482,Approved
80622522,Refused
80622782,Refused
80622972,Approved
80623202,Refused
80623282,Approved
80623452,Approved
80623582,Approved
80623822,Refused
80624162,Approved
80624522,Approved
80624652,Refused
80624882,Approved
80624892,Refused
80625132,Approved
80625282,Approved
80625442,Approved
80625782,Approved
80625982,Approved
80626192,Refused
80626462,Approved
80626692,Refused
80626782,Approved
80626872,Refused
80628272,Approved
80628752,Approved
80629592,Approved
80629842,Approved
80629902,Approved
80630272,Approved
80632312,Approved
80632632,Approved
80632742,Approved
80635452,Refused
80636522,Refused
80637502,Approved
80637882,Approved
80637982,Approved
80638302,Refused
80638542,Approved
80638862,Approved
80638982,Approved
80639052,Refused
80639062,Refused
80639102,Approved
80639252,Approved
80639302,Approved
80639372,Approved
80639452,Refused
80639542,Approved
80639652,Approved
80639682,Refused
80639782,Approved
80640022,Approved
80640132,Refused
80640242,Approved
80640252,Approved
80640602,Refused
80640762,Approved
80640792,Refused
80640872,Approved
80640932,Approved
80641362,Approved
80641632,Approved
80641672,Refused
80641832,Approved
80641842,Refused
80641852,Approved
80642012,Approved
80642022,Approved
80642042,Approved
80642222,Approved
80642492,Approved
80642552,Approved
80642712,Refused
80642912,Approved
80643132,Approved
80643232,Approved
80643272,Refused
80643302,Refused
80643402,Approved
80643502,Refused
80643512,Refused
80643582,Approved
80643722,Refused
80643842,Refused
80644652,Approved
80644782,Refused
80644812,Approved
80644912,Approved
80644952,Approved
80645222,Approved
80645262,Approved
80645272,Approved
80645322,Refused
80645612,Approved
80645682,Refused
80646212,Approved
80646452,Approved
80646562,Refused
80646612,Refused
80646712,Approved
80646972,Approved
80647282,Approved
80647312,Refused
80647452,Refused
80647482,Approved
80647842,Approved
80648112,Refused
80648272,Approved
80648622,Approved
80650692,Approved
80652312,Approved
80653862,Refused
80654392,Approved
80654652,Refused
80656282,Approved
80657612,Refused
80659442,Refused
80659712,Refused
80660142,Refused
80660272,Approved
80660652,Refused
80661012,Approved
80661272,Approved
80661282,Refused
80661302,Refused
80661382,Refused
80661662,Refused
80661712,Approved
80661782,Refused
80661842,Approved
80661932,Refused
80662022,Refused
80662092,Refused
80662312,Approved
80662652,Approved
80662742,Approved
80662752,Refused
80663122,Approved
80663462,Refused
80663532,Approved
80663722,Refused
80663762,Approved
80664222,Refused
80664702,Refused
80665082,Approved
80665182,Approved
80665242,Refused
80665612,Approved
80665962,Approved
80666202,Approved
80666362,Approved
80666422,Approved
80666632,Approved
80666922,Approved
80667532,Refused
80667712,Refused
80667952,Approved
80668082,Refused
80668292,Approved
80668562,Approved
80668822,Refused
80669062,Approved
80669222,Approved
80670372,Refused
80673712,Approved
80674602,Approved
80674922,Approved
80677142,Refused
80678272,Approved
80678512,Refused
80679122,Refused
80679172,Approved
80679182,Approved
80679262,Approved
80679302,Approved
80679352,Refused
80679452,Refused
80679472,Approved
80679602,Refused
80679632,Approved
80679772,Approved
80679922,Refused
80680202,Approved
80680292,Approved
80680402,Approved
80680562,Approved
80680752,Approved
80680852,Refused
80680862,Refused
80680932,Approved
80681082,Refused
80681192,Refused
80681352,Approved
80681712,Refused
80682372,Refused
80682642,Approved
80683132,Approved
80683722,Approved
80683742,Approved
80683912,Refused
80685042,Approved
80685362,Approved
80685462,Refused
80685532,Refused
80685562,Refused
80685652,Approved
80685712,Refused
80686062,Refused
80686302,Refused
80686412,Refused
80686832,Approved
80686892,Approved
80687492,Refused
80687562,Approved
80687742,Refused
80688172,Refused
80688452,Approved
80689282,Approved
80689962,Approved
80691782,Approved
80692012,Refused
80692362,Refused
80694412,Approved
80695622,Approved
80696942,Refused
80697002,Refused
80697222,Approved
80697372,Refused
80697392,Approved
80697452,Refused
80697482,Refused
80697502,Approved
80697722,Refused
80697772,Refused
80697812,Refused
80698422,Approved
80698532,Approved
80698652,Approved
80698812,Refused
80699092,Approved
80699352,Approved
80699512,Approved
80699722,Approved
80699802,Approved
80700152,Approved
80700292,Approved
80700342,Refused
80700532,Approved
80700572,Approved
80701062,Approved
80701332,Approved
80701472,Refused
80701642,Refused
80701702,Approved
80702152,Refused
80702702,Refused
80702792,Refused
80705842,Refused
80707752,Approved
80707852,Refused
80709002,Approved
80710052,Approved
80710752,Approved
80711362,Refused
80711702,Approved
80711722,Refused
80712172,Approved
80713012,Approved
80713212,Approved
80715982,Refused
80716712,Approved
80716882,Refused
80716942,Approved
80717212,Approved
80717352,Approved
80717462,Approved
80717722,Refused
80717982,Refused
80719252,Approved
80719852,Approved
80721382,Approved
80721542,Approved
80723052,Refused
80723222,Approved
80723302,Approved
80723482,Refused
80723542,Approved
80723642,Approved
80723662,Refused
80723732,Approved
80723792,Refused
80724122,Refused
80724752,Approved
80724802,Approved
80724922,Approved
80725092,Approved
80725282,Approved
80725302,Refused
80725472,Refused
80725622,Refused
80725722,Refused
80725802,Refused
80725962,Refused
80725982,Approved
80726022,Approved
80726212,Approved
80726372,Refused
80726402,Approved
80726482,Refused
80726822,Approved
80726972,Refused
80727002,Approved
80727102,Refused
80727442,Refused
80727562,Approved
80727922,Approved
80727932,Approved
80727992,Approved
80728732,Approved
80728902,Approved
80729222,Approved
80729422,Approved
80730732,Refused
80730822,Approved
80730842,Refused
80731742,Approved
80732722,Approved
80733132,Refused
80735712,Approved
80737262,Refused
80738112,Approved
80738532,Approved
80738592,Approved
80738842,Approved
80742402,Approved
80743932,Approved
80744092,Approved
80744122,Refused
80744202,Approved
80744372,Approved
80744382,Refused
80744562,Approved
80744622,Approved
80744642,Approved
80744672,Approved
80744792,Refused
80744972,Approved
80745132,Approved
80745142,Approved
80745432,Approved
80745582,Approved
80745732,Approved
80745862,Approved
80746162,Approved
80746352,Approved
80746602,Refused
80746842,Approved
80746882,Approved
80747812,Approved
80748022,Approved
80748462,Approved
80748582,Refused
80748962,Approved
80749192,Approved
80749462,Approved
80749572,Refused
80749602,Approved
80750312,Refused
80750792,Approved
80750992,Approved
80751222,Approved
80752042,Approved
80752052,Refused
80752622,Approved
80752832,Approved
80753702,Approved
80754322,Approved
80754342,Approved
80757192,Approved
80758082,Approved
80759102,Approved
80759802,Approved
80760512,Approved
80761342,Approved
80764802,Refused
80765752,Approved
80766022,Approved
80766162,Refused
80766282,Approved
80766692,Refused
80766762,Refused
80766792,Approved
80767112,Approved
80767282,Refused
80767382,Refused
80767392,Approved
80768012,Refused
80768162,Refused
80768232,Approved
80768632,Approved
80768692,Refused
80768912,Approved
80769112,Approved
80769222,Refused
80769242,Approved
80769462,Approved
80769522,Approved
80769552,Approved
80769782,Approved
80771172,Approved
80771312,Approved
80771342,Approved
80771432,Approved
80771822,Approved
80771972,Approved
80772802,Approved
80773172,Approved
80773282,Approved
80773292,Approved
80773692,Approved
80774032,Approved
80774182,Approved
80774292,Approved
80774782,Refused
80774842,Approved
80775242,Refused
80776632,Approved
80777402,Approved
80777612,Approved
80779022,Approved
80779042,Approved
80779962,Approved
80780242,Approved
80780702,Approved
80780952,Approved
80781092,Approved
80781142,Approved
80781482,Approved
80781702,Approved
80785142,Refused
80785382,Refused
80785522,Approved
80785552,Approved
80785592,Approved
80785662,Approved
80785902,Approved
80785972,Refused
80786162,Approved
80786192,Approved
80786202,Approved
80786242,Approved
80786442,Approved
80786492,Approved
80786522,Refused
80786592,Approved
80787172,Approved
80787192,Refused
80787372,Approved
80787502,Approved
80787942,Approved
80788032,Approved
80788242,Approved
80788562,Approved
80788652,Approved
80788752,Approved
80788862,Refused
80788952,Refused
80788972,Refused
80789192,Approved
80789842,Refused
80790162,Refused
80790332,Approved
80790552,Refused
80790662,Approved
80791392,Refused
80791652,Refused
80791752,Refused
80791862,Refused
80792202,Approved
80792442,Approved
80792602,Approved
80793042,Refused
80793312,Approved
80793342,Approved
80793562,Approved
80793682,Approved
80793742,Approved
80793972,Refused
80794822,Approved
80795052,Approved
80795702,Refused
80797902,Approved
80797942,Approved
80798332,Approved
80799102,Approved
80799992,Refused
80800122,Approved
80800362,Approved
80800472,Refused
80801462,Approved
80802502,Approved
80803162,Approved
80803192,Approved
80803312,Approved
80803402,Approved
80805092,Refused
80805332,Approved
80805422,Refused
80805792,Approved
80805852,Refused
80805952,Refused
80806202,Approved
