application_number,status
82014192,Approved
82014632,Refused
82015022,Approved
82015122,Approved
82015162,Approved
82015202,Refused
82015312,Refused
82015562,Approved
82015602,Approved
82016182,Approved
82016382,Approved
82016532,Approved
82016592,Approved
82016972,Approved
82016992,Approved
82017002,Approved
82017152,Approved
82017342,Refused
82017572,Approved
82017652,Refused
82017662,Approved
82018242,Approved
82018452,Approved
82019172,Approved
82019342,Approved
82019402,Approved
82019462,Approved
82019492,Approved
82019552,Approved
82019612,Approved
82019632,Approved
82019652,Approved
82019842,Approved
82019872,Approved
82019942,Approved
82019952,Approved
82020082,Approved
82020132,Approved
82020142,Approved
82020182,Approved
82020212,Approved
82020292,Refused
82020302,Approved
82020312,Approved
82020362,Refused
82020402,Refused
82020442,Approved
82020462,Approved
82020592,Approved
82020612,Approved
82020682,Approved
82020922,Approved
82020962,Refused
82020972,Approved
82021132,Approved
82021242,Refused
82021262,Approved
82021292,Approved
82021452,Approved
82021462,Approved
82021492,Approved
82021502,Approved
82021552,Approved
82021562,Approved
82021952,Approved
82021992,Approved
82022022,Approved
82022042,Approved
82022052,Approved
82022132,Approved
82022162,Approved
82022182,Approved
82022212,Approved
82022282,Approved
82022332,Approved
82022442,Approved
82022512,Approved
82022542,Approved
82022622,Approved
82022632,Approved
82022662,Approved
82022672,Approved
82022852,Approved
82022972,Approved
82022982,Approved
82023002,Approved
82023012,Approved
82023082,Refused
82023162,Approved
82023222,Approved
82023462,Approved
82023592,Approved
82023632,Approved
82023822,Approved
82024072,Approved
82024102,Approved
82024252,Refused
82024282,Approved
82024322,Approved
82024482,Approved
82024602,Approved
82025032,Approved
82025492,Approved
82025682,Approved
82025882,Approved
82026522,Approved
82026662,Approved
82026672,Approved
82026742,Approved
82027152,Refused
82027182,Approved
82027202,Approved
82027292,Approved
82027612,Approved
82027662,Approved
82027982,Approved
82028252,Approved
82028362,Approved
82028392,Approved
82028652,Approved
82028792,Approved
82028942,Approved
82028962,Approved
82029242,Approved
82029252,Approved
82029312,Approved
82029792,Approved
82030102,Approved
82030182,Approved
82030202,Approved
82030342,Approved
82030382,Approved
82030402,Approved
82030572,Approved
82030752,Approved
82031102,Refused
82031142,Approved
82031272,Approved
82031282,Approved
82031432,Approved
82031442,Approved
82031452,Approved
82031462,Approved
82031552,Approved
82031562,Approved
82031592,Approved
82031602,Approved
82031742,Refused
82031852,Refused
82031872,Approved
82031952,Refused
82032002,Refused
82032072,Refused
82032102,Approved
82032132,Refused
82032252,Approved
82032272,Approved
82032282,Approved
82032322,Approved
82032442,Approved
82033122,Approved
82033272,Approved
82033322,Approved
82033392,Approved
82033562,Approved
82033592,Approved
82033682,Refused
82033912,Approved
82033942,Approved
82034042,Approved
82034272,Approved
82034352,Approved
82034462,Approved
82034592,Approved
82034692,Approved
82034822,Approved
82035482,Approved
82035592,Approved
82036052,Approved
82036062,Approved
82036142,Approved
82036332,Approved
82036412,Approved
82036612,Approved
82036652,Approved
82036932,Approved
82037032,Approved
82037212,Approved
82037262,Approved
82037452,Approved
82037552,Approved
82037602,Approved
82037662,Approved
82037812,Approved
82037852,Refused
82037942,Approved
82037992,Approved
82038012,Approved
82038152,Approved
82038172,Approved
82038242,Approved
82038312,Approved
82038382,Approved
82038392,Approved
82038502,Refused
82038542,Refused
82038652,Approved
82038842,Refused
82039102,Approved
82039132,Approved
82039182,Refused
82039302,Approved
82039462,Approved
82039712,Approved
82039832,Approved
82040162,Approved
82040432,Approved
82040622,Approved
82040752,Approved
82040872,Approved
82040882,Approved
82041192,Approved
82041502,Approved
82041652,Approved
82041922,Approved
82042472,Approved
82043572,Approved
82043982,Approved
82044142,Approved
82044192,Approved
82044202,Approved
82044252,Approved
82044292,Approved
82044492,Approved
82044552,Approved
82044712,Approved
82044792,Approved
82044832,Approved
82044872,Approved
82044942,Approved
82044992,Approved
82045042,Approved
82045062,Approved
82045122,Approved
82045142,Approved
82045162,Approved
82045172,Approved
82045212,Approved
82045232,Approved
82045292,Approved
82045302,Approved
82045342,Approved
82045412,Approved
82045442,Approved
82045452,Approved
82045462,Approved
82045512,Approved
82045552,Approved
82045562,Approved
82045742,Approved
82045772,Approved
82045802,Approved
82045852,Approved
82045922,Approved
82045932,Approved
82046212,Approved
82046302,Approved
82046362,Approved
82046372,Approved
82046432,Approved
82046452,Approved
82046542,Refused
82046632,Approved
82046652,Approved
82046722,Approved
82046812,Approved
82046842,Approved
82046852,Approved
82046882,Approved
82046912,Approved
82046992,Approved
82047002,Approved
82047032,Approved
82047082,Approved
82047102,Approved
82047182,Approved
82047202,Approved
82047382,Refused
82047402,Approved
82047432,Approved
82047542,Approved
82047612,Approved
82047662,Approved
82047772,Approved
82047932,Approved
82048062,Approved
82048132,Approved
82048352,Approved
82048372,Approved
82048392,Approved
82048452,Approved
82048472,Approved
82048612,Approved
82048652,Approved
82048682,Approved
82048692,Approved
82048732,Refused
82048752,Approved
82048762,Approved
82048842,Approved
82048872,Approved
82048912,Approved
82048962,Approved
82049002,Refused
82049102,Approved
82049302,Approved
82049392,Approved
82049472,Approved
82049542,Approved
82049612,Approved
82049692,Approved
82049752,Approved
82049802,Approved
82049872,Approved
82049892,Approved
82049962,Approved
82049982,Approved
82050112,Approved
82050162,Approved
82050172,Approved
82050212,Approved
82050342,Approved
82050352,Approved
82050372,Approved
82050492,Approved
82050532,Approved
82050612,Approved
82050792,Approved
82050802,Approved
82050932,Approved
82051072,Approved
82051172,Approved
82051192,Refused
82051452,Approved
82051462,Approved
82051472,Approved
82051512,Approved
82051552,Approved
82051612,Approved
82051792,Refused
82051822,Approved
82051862,Approved
82052162,Refused
82052182,Approved
82052192,Approved
82052362,Approved
82052422,Approved
82052432,Approved
82052572,Approved
82052832,Approved
82052902,Approved
82053082,Approved
82053142,Approved
82053232,Approved
82053252,Approved
82053382,Approved
82053432,Approved
82053442,Approved
82053452,Approved
82053582,Approved
82053752,Approved
82053812,Approved
82053942,Approved
82053972,Approved
82054032,Approved
82054272,Refused
82054372,Refused
82054702,Approved
82054762,Approved
82054912,Approved
82054972,Refused
82055202,Approved
82055562,Approved
82056322,Approved
82056342,Approved
82056422,Approved
82056492,Approved
82056872,Approved
82056902,Approved
82056932,Approved
82057182,Approved
82057252,Approved
82057462,Approved
82057632,Refused
82058112,Approved
82058252,Refused
82058502,Approved
82058542,Approved
82058582,Approved
82058822,Approved
82058882,Approved
82058922,Approved
82059052,Approved
82059382,Approved
82060262,Approved
82060332,Approved
82060562,Approved
82061072,Approved
82061342,Approved
82061452,Approved
82061702,Approved
82061982,Approved
82062802,Approved
82063622,Approved
82063772,Approved
82063802,Approved
82064072,Approved
82064112,Approved
82064272,Approved
82064412,Approved
82064422,Approved
82064432,Approved
82064442,Approved
82064462,Approved
82064472,Approved
82064492,Approved
82064512,Approved
82064572,Approved
82064612,Approved
82064632,Approved
82064642,Approved
82064682,Approved
82064742,Approved
82064772,Approved
82064802,Approved
82064832,Approved
82064842,Approved
82064872,Approved
82064882,Approved
82064972,Approved
82064992,Approved
82065012,Approved
82065042,Approved
82065082,Approved
82065092,Approved
82065362,Approved
82065402,Approved
82065422,Approved
82065432,Refused
82065572,Approved
82065602,Approved
82065642,Approved
82065652,Approved
82065682,Approved
82065752,Approved
82065822,Approved
82066082,Refused
82066092,Approved
82066112,Approved
82066162,Approved
82066302,Approved
82066322,Approved
82066532,Approved
82066542,Approved
82066842,Approved
82067012,Approved
82067242,Approved
82067372,Approved
82067472,Approved
82067482,Approved
82067492,Approved
82067542,Approved
82067552,Approved
82067592,Approved
82067662,Refused
82067722,Approved
82067732,Refused
82067842,Refused
82068062,Approved
82068282,Approved
82068302,Approved
82068362,Approved
82068412,Approved
82068462,Approved
82068602,Approved
82068652,Approved
82068772,Approved
82068862,Approved
82069032,Approved
82069072,Approved
82069152,Approved
82069292,Approved
82069372,Refused
82069532,Approved
82069742,Approved
82069842,Refused
82069852,Approved
82069932,Approved
82070022,Approved
82070072,Approved
82070212,Approved
82070302,Approved
82070342,Approved
82070632,Approved
82070742,Approved
82070812,Refused
82070952,Approved
82070982,Approved
82071002,Refused
82071012,Approved
82071152,Approved
82071192,Approved
82071202,Approved
82071222,Approved
82071252,Approved
82071332,Approved
82071362,Approved
82071372,Approved
82071392,Approved
82071582,Approved
82071612,Approved
82071642,Approved
82071702,Approved
82071932,Approved
82071962,Approved
82072032,Approved
82072062,Approved
82072102,Approved
82072122,Refused
82072132,Approved
82072232,Approved
82072292,Refused
82072302,Approved
82072332,Approved
82072372,Approved
82072452,Approved
82072502,Approved
82072522,Refused
82072642,Approved
82072812,Approved
82072862,Approved
82072892,Approved
82072922,Refused
82072942,Approved
82072952,Approved
82072992,Approved
82073042,Approved
82073162,Approved
82073172,Approved
82073382,Approved
82073742,Approved
82073842,Approved
82074142,Approved
82074782,Refused
82074822,Approved
82075122,Approved
82075482,Approved
82075752,Approved
82076312,Approved
82076572,Refused
82076612,Approved
82076692,Approved
82076702,Approved
82076942,Approved
82077022,Approved
82077032,Approved
82077052,Approved
82077062,Approved
82077132,Approved
82077192,Approved
82077242,Approved
82077322,Refused
82077472,Approved
82077632,Approved
82077692,Approved
82078152,Approved
82078782,Approved
82078832,Approved
82078982,Approved
82079112,Approved
82079202,Approved
82079402,Approved
82079562,Approved
82079642,Approved
82079652,Approved
82080022,Approved
82080422,Approved
82080722,Approved
82080762,Approved
82081882,Approved
82082262,Approved
82083182,Approved
82083342,Approved
82083882,Approved
82083942,Approved
82083982,Approved
82084022,Approved
82084142,Approved
82084152,Approved
82084182,Refused
82084202,Approved
82084222,Approved
82084352,Approved
82084392,Approved
82084452,Approved
82084542,Approved
82084602,Approved
82084652,Approved
82084752,Refused
82084852,Approved
82084922,Approved
82084952,Refused
82084962,Approved
82084972,Approved
82084992,Approved
82085022,Approved
82085122,Approved
82085142,Approved
82085212,Approved
82085262,Approved
82085322,Refused
82085352,Refused
82085512,Refused
82085522,Approved
82085632,Approved
82085642,Refused
82085702,Approved
82085842,Approved
82085862,Approved
82086012,Approved
82086042,Approved
82086082,Approved
82086142,Approved
82086172,Approved
82086182,Refused
82086512,Approved
82086672,Approved
82086702,Approved
82086792,Approved
82086882,Approved
82087092,Approved
82087282,Approved
82087322,Approved
82087362,Approved
82087402,Approved
82087452,Approved
82087462,Approved
82087472,Approved
82087502,Approved
82087532,Refused
82087742,Approved
82087822,Approved
82088002,Approved
82088032,Approved
82088052,Approved
82088202,Approved
82088282,Refused
82088472,Approved
82088642,Approved
82088782,Approved
82088822,Approved
82088862,Approved
82088902,Approved
82088942,Approved
82088952,Approved
82089002,Refused
82089072,Approved
82089612,Approved
82089772,Approved
82089812,Approved
82089832,Approved
82089882,Approved
82089942,Approved
82090162,Approved
82090392,Approved
82090402,Approved
82090602,Refused
82090642,Approved
82090732,Approved
82090752,Approved
82090872,Approved
82091462,Approved
82091532,Approved
82091692,Approved
82091742,Approved
82091842,Approved
82091972,Approved
82092012,Approved
82092212,Approved
82092262,Approved
82092322,Approved
82092562,Approved
82092592,Approved
82092632,Approved
82092682,Approved
82092702,Approved
82093122,Refused
82093382,Approved
82093672,Approved
82093712,Approved
82093982,Approved
82094392,Approved
82094462,Approved
82094522,Approved
82094662,Approved
82094942,Approved
82094992,Approved
82095202,Approved
82095712,Approved
82095892,Approved
82095942,Approved
82096012,Approved
82096052,Approved
82096082,Approved
82096242,Approved
82096272,Approved
82096482,Approved
82096982,Approved
82097202,Approved
82097292,Approved
82097412,Approved
82097442,Approved
82097522,Refused
82097802,Approved
82097822,Approved
82097932,Approved
82098382,Approved
82098612,Approved
82099612,Approved
82099702,Approved
82099812,Approved
82100652,Approved
82101042,Approved
82101142,Refused
82101332,Approved
82101512,Approved
82101572,Approved
82101732,Approved
82101772,Approved
82101822,Approved
82101902,Approved
82102012,Approved
82102102,Approved
82103272,Approved
82103392,Approved
82103612,Approved
82103662,Refused
82103762,Approved
82103812,Approved
82103832,Approved
82103922,Approved
82103962,Approved
82103972,Refused
82104062,Approved
82104102,Approved
82104212,Approved
82104282,Approved
82104312,Approved
82104322,Approved
82104332,Approved
82104432,Approved
82104442,Approved
82104522,Approved
82104572,Approved
82104582,Approved
82104642,Approved
82104652,Approved
82104692,Approved
82104782,Approved
82104872,Approved
82104982,Approved
82105022,Approved
82105112,Approved
82105202,Approved
82105222,Refused
82105232,Approved
82105732,Approved
82105782,Approved
82105842,Approved
82105852,Approved
82105872,Approved
82105982,Refused
82106022,Approved
82106062,Approved
82106092,Approved
82106152,Approved
82106242,Approved
82106282,Approved
82106412,Refused
82106422,Approved
82106622,Approved
82107012,Approved
82107022,Approved
82107262,Approved
82107272,Approved
82107462,Approved
82107482,Approved
82107502,Approved
82107572,Approved
82107802,Approved
82107872,Refused
82107932,Approved
82108042,Approved
82108102,Approved
82108242,Approved
82108252,Approved
82108452,Approved
82108542,Approved
82108622,Approved
82108642,Approved
82108742,Approved
82108772,Refused
82108822,Approved
82109032,Approved
82109112,Approved
82109142,Approved
82109222,Approved
82109372,Approved
82109392,Approved
82109402,Approved
82109482,Approved
82109542,Approved
82109652,Approved
82109702,Refused
82109732,Approved
82109742,Approved
82109812,Approved
82109912,Approved
82110022,Approved
82110052,Approved
82110102,Approved
82110112,Approved
82110142,Approved
82110162,Approved
82110252,Approved
82110312,Approved
82110342,Approved
82110442,Approved
82110452,Approved
82110742,Approved
82110952,Approved
82111692,Approved
82111862,Approved
82112102,Approved
82112162,Approved
82112212,Approved
82112272,Approved
82112392,Approved
82112612,Approved
82112672,Approved
82112732,Approved
82112832,Refused
82112902,Approved
82112952,Approved
82112982,Approved
82112992,Refused
82113042,Approved
82113162,Refused
82113192,Refused
82113212,Approved
82113512,Approved
82113602,Refused
82113622,Approved
82113702,Approved
82113712,Approved
82114922,Approved
82114992,Approved
82115032,Approved
82115292,Approved
82115302,Approved
82115322,Approved
82115402,Approved
82115682,Approved
82115692,Approved
82115902,Approved
82116172,Approved
82116252,Approved
82116532,Approved
82116542,Approved
82116662,Approved
82116712,Approved
82116722,Approved
82116732,Approved
82116742,Approved
82116792,Approved
82116902,Approved
82117282,Approved
82117732,Approved
82117792,Approved
82117912,Approved
82118212,Approved
82118342,Approved
82118412,Approved
82118462,Approved
82118822,Approved
82118982,Approved
82119052,Approved
82119182,Approved
82119222,Approved
82119452,Approved
82119602,Approved
82119662,Approved
82119672,Approved
82119792,Approved
82119982,Approved
82120072,Approved
82120872,Approved
82121372,Approved
82121422,Approved
82121512,Approved
82121672,Approved
82121731,Approved
82121811,Approved
82121872,Approved
82121892,Approved
82121962,Approved
82121972,Approved
82122042,Approved
82122122,Approved
82122172,Approved
82122322,Approved
82122392,Approved
82122412,Refused
82122472,Approved
82122502,Approved
82122532,Approved
82122842,Approved
82122882,Approved
82122932,Approved
82122972,Approved
82123002,Refused
82123012,Refused
82123052,Approved
82123212,Approved
82123232,Approved
82123292,Approved
82123392,Approved
82123452,Approved
82123482,Approved
82123512,Approved
82123532,Approved
82123562,Approved
82123592,Approved
82123652,Approved
82123762,Approved
82123772,Approved
82123782,Approved
82123902,Approved
82123942,Approved
82123982,Approved
82124152,Approved
82124182,Approved
82124192,Approved
82124322,Approved
82124392,Approved
82124402,Approved
82124522,Approved
82124632,Approved
82124762,Refused
82124802,Approved
82124852,Approved
82124862,Approved
82124932,Approved
82124962,Approved
82125022,Refused
82125122,Approved
82125162,Refused
82125222,Approved
82125232,Approved
82125252,Approved
82125312,Approved
82125572,Approved
82125592,Approved
82125732,Approved
82125782,Refused
82125802,Refused
82125822,Approved
82125892,Approved
82125952,Approved
82126002,Approved
82126112,Approved
82126202,Approved
82126302,Approved
82126472,Refused
82126882,Approved
82126902,Approved
82126942,Approved
82127152,Approved
82127212,Approved
82127242,Approved
82127272,Approved
82127452,Refused
82127522,Approved
82127872,Approved
82127922,Approved
82127952,Approved
82128372,Approved
82128412,Approved
82128452,Approved
82128532,Refused
82128602,Approved
82128752,Approved
82128792,Refused
82128902,Approved
82129052,Approved
82129122,Approved
82129212,Approved
82129232,Approved
82129282,Approved
82129462,Approved
82129552,Approved
82129982,Refused
82130072,Approved
82130152,Approved
82130252,Approved
82130262,Approved
82130462,Approved
82131332,Approved
82131402,Approved
82131442,Approved
82131662,Approved
82131952,Approved
82132002,Approved
82132232,Approved
82132632,Approved
82132822,Approved
82132852,Approved
82132922,Approved
82132932,Approved
82133022,Approved
82133072,Approved
82133202,Approved
82133212,Approved
82133412,Approved
82133582,Approved
82133792,Approved
82134862,Approved
82135232,Approved
82137002,Approved
82137012,Approved
82137022,Approved
82137122,Approved
82137172,Approved
82137212,Approved
82137232,Approved
82137262,Approved
82137292,Approved
82137392,Approved
82137442,Approved
82137462,Approved
82137522,Refused
82137542,Approved
82137582,Approved
82137592,Approved
82137632,Approved
82137682,Approved
82137702,Approved
82137722,Approved
82137732,Approved
82137882,Approved
82138022,Approved
82138212,Approved
82148312,Approved
82158482,Approved
82158582,Approved
82158762,Approved
82158772,Approved
82158832,Approved
82158842,Approved
82158962,Approved
82159032,Approved
82159062,Approved
82159182,Approved
82159242,Approved
82159302,Approved
82159522,Approved
82159552,Approved
82159712,Approved
82159732,Approved
82159772,Refused
82159962,Approved
82159982,Approved
82160012,Refused
82160022,Approved
82160052,Approved
82160102,Refused
82160162,Refused
82160282,Refused
82160442,Approved
82160452,Refused
82160482,Refused
82160512,Approved
82160562,Approved
82160662,Refused
82160752,Approved
82160832,Approved
82160872,Approved
82160942,Approved
82160972,Approved
82161042,Approved
82161082,Approved
82161092,Approved
82161202,Refused
82161222,Approved
82161322,Approved
82161382,Approved
82161652,Approved
82161692,Approved
82161722,Approved
82161832,Approved
82161852,Approved
82161902,Approved
82162012,Refused
82162032,Approved
82162152,Approved
82162462,Refused
82162532,Approved
82162592,Approved
82162622,Refused
82162702,Approved
82162802,Approved
82162822,Refused
82162842,Approved
82162852,Approved
82163022,Approved
82163042,Approved
82163092,Approved
82163112,Approved
82163152,Approved
82163172,Approved
82163302,Approved
82163352,Approved
82163392,Approved
82163412,Approved
82163442,Approved
82163802,Approved
82163812,Approved
82163992,Approved
82164152,Approved
82164252,Approved
82164322,Approved
82164742,Approved
82164922,Approved
82165002,Approved
82165082,Approved
82165142,Approved
82165262,Approved
82165382,Approved
82165562,Approved
82165692,Approved
82166082,Approved
82167492,Approved
82167552,Approved
82167682,Approved
82168152,Approved
82168332,Approved
82168412,Approved
82168462,Approved
82168522,Approved
82168662,Approved
82168842,Approved
82168882,Approved
82168892,Refused
82169012,Approved
82169022,Refused
82169032,Approved
82169132,Approved
82169252,Refused
82169292,Approved
82169682,Refused
82169902,Approved
82170122,Approved
82170252,Approved
82170332,Approved
82170342,Approved
82170372,Approved
82170382,Approved
82170532,Approved
82170552,Approved
82170602,Approved
82170672,Refused
82170782,Approved
82170952,Approved
82171202,Approved
82171242,Approved
82171252,Approved
82171662,Approved
82171782,Approved
82171842,Approved
82171992,Approved
82172172,Approved
82172242,Approved
82172382,Approved
82172442,Approved
82172492,Approved
82172552,Approved
82172612,Approved
82172652,Approved
82172832,Approved
82172932,Approved
82173132,Approved
82173232,Approved
82173292,Approved
82173772,Approved
82173832,Approved
82173902,Approved
82173932,Approved
82174122,Approved
82174172,Approved
82174192,Approved
82174272,Approved
82174322,Approved
82174352,Refused
82174462,Approved
82174752,Approved
82175102,Approved
82175132,Approved
82175292,Approved
82175522,Approved
82175602,Approved
82175672,Approved
82175872,Approved
82175932,Approved
82176302,Approved
82176322,Approved
82176452,Approved
82176622,Approved
82176772,Approved
82176852,Approved
82176912,Approved
82176962,Approved
82177122,Approved
82177332,Approved
82177482,Refused
82177552,Approved
82177572,Approved
82177892,Approved
82178252,Approved
82178372,Refused
82178592,Approved
82178912,Approved
82178992,Approved
82179452,Approved
82179692,Approved
82179972,Approved
82180182,Approved
82180262,Approved
82180522,Approved
82180822,Approved
82181422,Approved
82182022,Approved
82182192,Approved
82182222,Approved
82182342,Approved
82182682,Approved
82183212,Approved
82183402,Approved
82183422,Approved
82183512,Approved
82183522,Approved
82183532,Approved
82183582,Refused
82183672,Refused
82183782,Approved
82183842,Refused
82183902,Approved
82183972,Approved
82184012,Approved
82184022,Approved
82184032,Approved
82184072,Approved
82184102,Approved
82184152,Approved
82184222,Approved
82184252,Approved
82184422,Approved
82184482,Approved
82184542,Approved
82184592,Approved
82184602,Approved
82184672,Approved
82184712,Approved
82184792,Approved
82184852,Approved
82184882,Refused
82184912,Approved
82184922,Approved
82184942,Approved
82185002,Approved
82185092,Approved
82185112,Approved
82185132,Approved
82185152,Approved
82185162,Approved
82185222,Approved
82185252,Refused
82185292,Approved
82185302,Approved
82185322,Approved
82185352,Approved
82185362,Approved
82185402,Refused
82185482,Approved
82185512,Approved
82185582,Approved
82185642,Approved
82185742,Approved
82185782,Approved
82185822,Approved
82186162,Approved
82186212,Approved
82186292,Refused
82186402,Approved
82186522,Approved
82186672,Approved
82186712,Approved
82186732,Approved
82186942,Approved
82187012,Refused
82187082,Approved
82187092,Approved
82187112,Refused
82187312,Approved
82187472,Approved
82187502,Approved
82187542,Approved
82187882,Approved
82187992,Approved
82188022,Approved
82188042,Approved
82188102,Approved
82188202,Approved
82188222,Approved
82188242,Approved
82188262,Approved
82188432,Approved
82188462,Approved
82188482,Approved
82188532,Approved
82188632,Approved
82188792,Approved
82188882,Approved
82188912,Approved
82189012,Approved
82189022,Approved
82189072,Approved
82189322,Refused
82189412,Approved
82189722,Approved
82189802,Approved
82189902,Approved
82189922,Approved
82189932,Approved
82190212,Approved
82190412,Approved
82190572,Approved
82190592,Approved
82190602,Approved
82190822,Refused
82190992,Approved
82191142,Approved
82191232,Approved
82191392,Approved
82191532,Approved
82191562,Approved
82191942,Approved
82192192,Approved
82192222,Approved
82192342,Approved
82192492,Refused
82193522,Approved
82193602,Approved
82193662,Approved
82194402,Approved
82194632,Approved
82194732,Approved
82194822,Approved
82195032,Approved
82195162,Approved
82195302,Refused
82195612,Approved
82195862,Approved
82195882,Approved
82195892,Approved
82196042,Approved
82196282,Approved
82196332,Approved
82196602,Approved
82196622,Approved
82196742,Approved
82196852,Approved
82196902,Approved
82197012,Approved
82197092,Approved
82197362,Approved
82197392,Approved
82197452,Refused
82197642,Approved
82197862,Approved
82197882,Approved
82197972,Approved
82198172,Approved
82198422,Approved
82198552,Approved
82198722,Refused
82198962,Approved
82198972,Approved
82199092,Approved
82199252,Approved
82199262,Approved
82199392,Approved
82199662,Approved
82199702,Approved
82199812,Approved
82199982,Approved
82200002,Approved
82200112,Approved
82200132,Approved
82200412,Approved
82200722,Approved
82200742,Approved
82200752,Refused
82200822,Approved
82200952,Approved
82201342,Refused
82201352,Approved
82201882,Approved
82202642,Approved
82202762,Approved
82202902,Approved
82203012,Approved
82203212,Approved
82203332,Approved
82203522,Approved
82203892,Approved
82204252,Approved
82204562,Approved
82204592,Approved
82204662,Approved
82204712,Approved
82204802,Approved
82205802,Approved
82206022,Approved
82206222,Approved
82206342,Approved
82206402,Refused
82206422,Approved
82206562,Approved
82206582,Approved
82206652,Approved
82206802,Approved
82206852,Approved
82206872,Approved
82206962,Refused
82206992,Approved
82207002,Refused
82207012,Refused
82207052,Approved
82207222,Approved
82207342,Approved
82207382,Approved
82207482,Approved
82207522,Approved
82207582,Approved
82207642,Approved
82207832,Approved
82207862,Approved
82207972,Approved
82208072,Approved
82208172,Approved
82208222,Approved
82208312,Approved
82208462,Approved
82208472,Approved
82208622,Approved
82208852,Approved
82208892,Approved
82209122,Approved
82209192,Approved
82209212,Approved
82209282,Refused
82209382,Approved
82209582,Approved
82209732,Approved
82209852,Approved
82209892,Approved
82209952,Approved
82209962,Approved
82209982,Approved
82210132,Approved
82210402,Approved
82210532,Approved
82210612,Approved
82210622,Refused
82211112,Approved
82211172,Refused
82211222,Approved
82211232,Approved
82211282,Approved
82211312,Approved
82211352,Approved
82211432,Approved
82211482,Approved
82211572,Approved
82211622,Refused
82211652,Approved
82211692,Approved
82211762,Approved
82211932,Approved
82211942,Approved
82212022,Refused
82212112,Approved
82212202,Approved
82212212,Approved
82212332,Approved
82212512,Approved
82212612,Approved
82212772,Approved
82212802,Approved
82212862,Approved
82212952,Approved
82212962,Refused
82213012,Approved
82213032,Approved
82213082,Approved
82213122,Approved
82213182,Approved
82213232,Approved
82213302,Refused
82213432,Refused
82213442,Approved
82213552,Approved
82213682,Approved
82213742,Approved
82213902,Approved
82214062,Approved
82214072,Approved
82214102,Approved
82214152,Approved
82214192,Approved
82214272,Approved
82214402,Approved
82214442,Approved
82214602,Approved
82214752,Approved
82214852,Approved
82214892,Approved
82215002,Approved
82215042,Approved
82215122,Approved
82215202,Approved
82215252,Approved
82215502,Approved
82216232,Approved
82216252,Approved
82216422,Refused
82216882,Approved
82216922,Refused
82217082,Approved
82217192,Approved
82217202,Approved
82217262,Refused
82217282,Approved
82217582,Approved
82217912,Approved
82218002,Approved
82218172,Approved
82218302,Approved
82218622,Approved
82218702,Approved
82218802,Approved
82218872,Approved
82218942,Approved
82219232,Approved
82219242,Approved
82219632,Approved
82219822,Approved
82219872,Approved
82220002,Approved
82220062,Approved
82220242,Refused
82220472,Refused
82220662,Approved
82220942,Approved
82221182,Approved
82221252,Approved
82221282,Refused
82221332,Approved
82221462,Approved
82221722,Approved
82222022,Approved
82222252,Approved
82222382,Approved
82222972,Approved
82223102,Approved
82223502,Approved
82223852,Approved
82224022,Approved
82224352,Approved
82224752,Approved
82224762,Approved
82224992,Approved
82225082,Approved
82225402,Approved
82225622,Approved
82226312,Approved
82226482,Approved
82226762,Approved
82226782,Approved
82227642,Approved
82227672,Approved
82227862,Approved
82228172,Approved
82228292,Approved
82228342,Approved
82228422,Approved
82228492,Approved
82228522,Approved
82228592,Approved
82228732,Approved
82228812,Approved
82228862,Approved
82228932,Approved
82229042,Refused
82229122,Approved
82229332,Approved
82229382,Approved
82229392,Approved
82229472,Approved
82229502,Approved
82229572,Approved
82229732,Refused
82229852,Approved
82229922,Approved
82230022,Refused
82230042,Approved
82230132,Approved
82230312,Approved
82230332,Approved
82230522,Approved
82230592,Approved
82230642,Approved
82230672,Approved
82230722,Approved
82230782,Approved
82230822,Approved
82230912,Approved
82231332,Approved
82231352,Approved
82231542,Approved
82231602,Approved
82231942,Approved
82231982,Approved
82232002,Refused
82232282,Approved
82232452,Approved
82232552,Approved
82232572,Approved
82232782,Approved
82232822,Approved
82232902,Approved
82232912,Approved
82233042,Approved
82233832,Approved
82233922,Approved
82234082,Approved
82234292,Approved
82234302,Approved
82234362,Refused
82234502,Approved
82234512,Approved
82234542,Refused
82234562,Approved
82234672,Approved
82234882,Approved
82234992,Refused
82235042,Approved
82235082,Approved
82235092,Approved
82235122,Refused
82235202,Approved
82235232,Approved
82235252,Approved
82235272,Approved
82235442,Approved
82235462,Approved
82235562,Approved
82235582,Approved
82235592,Approved
82235902,Approved
82235912,Approved
82235972,Approved
82235982,Refused
82236042,Approved
82236152,Approved
82236302,Approved
82236402,Approved
82236412,Approved
82236542,Approved
82236632,Approved
82236672,Approved
82237052,Approved
82237382,Approved
82237522,Approved
82237572,Refused
82237602,Approved
82237702,Approved
82237732,Refused
82237752,Approved
82237862,Approved
82237892,Approved
82238102,Approved
82238562,Refused
82238612,Approved
82238662,Approved
82238732,Approved
82238952,Approved
82239012,Approved
82239182,Approved
82239542,Approved
82239652,Approved
82241102,Approved
82241212,Refused
82241272,Approved
82241552,Approved
82241772,Approved
82241932,Approved
82242172,Approved
82242242,Approved
82242682,Approved
82242792,Approved
82243052,Approved
82243142,Approved
82243212,Refused
82243232,Approved
82243252,Approved
82243492,Approved
82243502,Approved
82243552,Approved
82243802,Approved
82243852,Approved
82244082,Approved
82244312,Refused
82244352,Approved
82244922,Approved
82245302,Approved
82245742,Approved
82246392,Approved
82246642,Approved
